EP, 09, 2006081406,   , MIWU, 0, 126N, 1057W,  20, 1010, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Hector,
EP, 09, 2006081412,   , MIWU, 0, 128N, 1066W,  20, 1010, DB,
EP, 09, 2006081418,   , MIWU, 0, 129N, 1077W,  20, 1009, DB,
EP, 09, 2006081500,   , MIWU, 0, 130N, 1090W,  25, 1007, TD,
EP, 09, 2006081506,   , MIWU, 0, 130N, 1104W,  30, 1005, TD,
EP, 09, 2006081512,   , MIWU, 0, 128N, 1119W,  35, 1003, TS,
EP, 09, 2006081518,   , MIWU, 0, 127N, 1133W,  40, 1001, TS,
EP, 09, 2006081600,   , MIWU, 0, 129N, 1146W,  40, 1000, TS,
EP, 09, 2006081606,   , MIWU, 0, 131N, 1155W,  45,  998, TS,
EP, 09, 2006081612,   , MIWU, 0, 134N, 1162W,  55,  992, TS,
EP, 09, 2006081618,   , MIWU, 0, 138N, 1170W,  60,  989, TS,
EP, 09, 2006081700,   , MIWU, 0, 142N, 1180W,  60,  988, TS,
EP, 09, 2006081706,   , MIWU, 0, 145N, 1192W,  65,  985, HU,
EP, 09, 2006081712,   , MIWU, 0, 147N, 1204W,  75,  979, HU,
EP, 09, 2006081718,   , MIWU, 0, 148N, 1216W,  90,  970, HU,
EP, 09, 2006081800,   , MIWU, 0, 152N, 1228W,  95,  967, HU,
EP, 09, 2006081806,   , MIWU, 0, 157N, 1239W, 100,  963, HU,
EP, 09, 2006081812,   , MIWU, 0, 161N, 1251W,  95,  965, HU,
EP, 09, 2006081818,   , MIWU, 0, 164N, 1263W,  90,  967, HU,
EP, 09, 2006081900,   , MIWU, 0, 167N, 1275W,  85,  970, HU,
EP, 09, 2006081906,   , MIWU, 0, 170N, 1286W,  85,  971, HU,
EP, 09, 2006081912,   , MIWU, 0, 175N, 1297W,  80,  974, HU,
EP, 09, 2006081918,   , MIWU, 0, 181N, 1307W,  75,  977, HU,
EP, 09, 2006082000,   , MIWU, 0, 186N, 1317W,  75,  978, HU,
EP, 09, 2006082006,   , MIWU, 0, 190N, 1324W,  70,  981, HU,
EP, 09, 2006082012,   , MIWU, 0, 195N, 1331W,  60,  987, TS,
EP, 09, 2006082018,   , MIWU, 0, 200N, 1337W,  50,  993, TS,
EP, 09, 2006082100,   , MIWU, 0, 206N, 1343W,  40,  997, TS,
EP, 09, 2006082106,   , MIWU, 0, 211N, 1347W,  40,  997, TS,
EP, 09, 2006082112,   , MIWU, 0, 216N, 1350W,  40,  998, TS,
EP, 09, 2006082118,   , MIWU, 0, 220N, 1354W,  35, 1000, TS,
EP, 09, 2006082200,   , MIWU, 0, 222N, 1357W,  35, 1000, TS,
EP, 09, 2006082206,   , MIWU, 0, 223N, 1360W,  35, 1001, LO,
EP, 09, 2006082212,   , MIWU, 0, 224N, 1364W,  35, 1001, LO,
EP, 09, 2006082218,   , MIWU, 0, 227N, 1370W,  35, 1001, LO,
EP, 09, 2006082300,   , MIWU, 0, 227N, 1377W,  35, 1001, LO,
EP, 09, 2006082306,   , MIWU, 0, 226N, 1385W,  30, 1003, LO,
EP, 09, 2006082312,   , MIWU, 0, 227N, 1395W,  25, 1005, LO,
EP, 09, 2006082318,   , MIWU, 0, 230N, 1407W,  20, 1007, LO,
EP, 09, 2006082400,   , MIWU, 0, 233N, 1420W,  20, 1008, LO,
EP, 09, 2006082406,   , MIWU, 0, 234N, 1434W,  20, 1008, LO,
EP, 09, 2006082412,   , MIWU, 0, 235N, 1447W,  20, 1008, LO,
EP, 09, 2006082418,   , MIWU, 0, 239N, 1456W,  15, 1010, LO,
EP, 09, 2006082500,   , MIWU, 0, 246N, 1463W,  15, 1011, LO,
EP, 09, 2006082506,   , MIWU, 0, 254N, 1470W,  15, 1011, LO,
