EP, 03, 2022061600, , MIWU, 0, 102N,  904W,  15, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Celia,
EP, 03, 2022061606, , MIWU, 0, 103N,  901W,  15, 1007, DB,
EP, 03, 2022061612, , MIWU, 0, 105N,  900W,  20, 1007, DB,
EP, 03, 2022061618, , MIWU, 0, 106N,  898W,  25, 1006, TD,
EP, 03, 2022061700, , MIWU, 0, 108N,  897W,  35, 1004, TS,
EP, 03, 2022061706, , MIWU, 0, 111N,  896W,  40, 1002, TS,
EP, 03, 2022061712, , MIWU, 0, 114N,  896W,  40, 1003, TS,
EP, 03, 2022061718, , MIWU, 0, 116N,  895W,  35, 1005, TS,
EP, 03, 2022061800, , MIWU, 0, 119N,  895W,  30, 1007, TD,
EP, 03, 2022061806, , MIWU, 0, 122N,  897W,  30, 1007, TD,
EP, 03, 2022061812, , MIWU, 0, 125N,  899W,  30, 1008, TD,
EP, 03, 2022061818, , MIWU, 0, 129N,  900W,  30, 1008, TD,
EP, 03, 2022061900, , MIWU, 0, 131N,  902W,  30, 1008, TD,
EP, 03, 2022061906, , MIWU, 0, 132N,  906W,  25, 1010, TD,
EP, 03, 2022061912, , MIWU, 0, 130N,  911W,  25, 1010, TD,
EP, 03, 2022061918, , MIWU, 0, 126N,  918W,  20, 1011, DB,
EP, 03, 2022062000, , MIWU, 0, 122N,  927W,  20, 1011, DB,
EP, 03, 2022062006, , MIWU, 0, 119N,  937W,  20, 1011, DB,
EP, 03, 2022062012, , MIWU, 0, 116N,  948W,  20, 1010, DB,
EP, 03, 2022062018, , MIWU, 0, 113N,  959W,  20, 1010, DB,
EP, 03, 2022062100, , MIWU, 0, 113N,  971W,  25, 1008, TD,
EP, 03, 2022062106, , MIWU, 0, 114N,  984W,  30, 1006, TD,
EP, 03, 2022062112, , MIWU, 0, 116N,  996W,  35, 1004, TS,
EP, 03, 2022062118, , MIWU, 0, 119N, 1007W,  35, 1003, TS,
EP, 03, 2022062200, , MIWU, 0, 123N, 1015W,  40, 1001, TS,
EP, 03, 2022062206, , MIWU, 0, 127N, 1025W,  40, 1000, TS,
EP, 03, 2022062212, , MIWU, 0, 130N, 1033W,  45,  998, TS,
EP, 03, 2022062218, , MIWU, 0, 133N, 1037W,  45,  997, TS,
EP, 03, 2022062300, , MIWU, 0, 140N, 1040W,  40,  999, TS,
EP, 03, 2022062306, , MIWU, 0, 145N, 1045W,  35, 1001, TS,
EP, 03, 2022062312, , MIWU, 0, 152N, 1051W,  35, 1001, TS,
EP, 03, 2022062318, , MIWU, 0, 159N, 1060W,  35, 1000, TS,
EP, 03, 2022062400, , MIWU, 0, 164N, 1070W,  40,  998, TS,
EP, 03, 2022062406, , MIWU, 0, 167N, 1078W,  40,  997, TS,
EP, 03, 2022062412, , MIWU, 0, 170N, 1083W,  45,  995, TS,
EP, 03, 2022062418, , MIWU, 0, 174N, 1087W,  45,  995, TS,
EP, 03, 2022062500, , MIWU, 0, 177N, 1093W,  45,  995, TS,
EP, 03, 2022062506, , MIWU, 0, 180N, 1098W,  45,  996, TS,
EP, 03, 2022062512, , MIWU, 0, 183N, 1105W,  45,  996, TS,
EP, 03, 2022062518, , MIWU, 0, 185N, 1112W,  40,  999, TS,
EP, 03, 2022062600, , MIWU, 0, 188N, 1120W,  40,  999, TS,
EP, 03, 2022062606, , MIWU, 0, 190N, 1127W,  40,  999, TS,
EP, 03, 2022062612, , MIWU, 0, 191N, 1133W,  40,  998, TS,
EP, 03, 2022062618, , MIWU, 0, 194N, 1139W,  45,  995, TS,
EP, 03, 2022062700, , MIWU, 0, 200N, 1147W,  45,  994, TS,
EP, 03, 2022062706, , MIWU, 0, 203N, 1155W,  40,  996, TS,
EP, 03, 2022062712, , MIWU, 0, 206N, 1163W,  40,  997, TS,
EP, 03, 2022062718, , MIWU, 0, 208N, 1174W,  35,  999, TS,
EP, 03, 2022062800, , MIWU, 0, 213N, 1184W,  35,  999, TS,
EP, 03, 2022062806, , MIWU, 0, 220N, 1193W,  35, 1000, TS,
EP, 03, 2022062812, , MIWU, 0, 223N, 1201W,  35, 1000, TS,
EP, 03, 2022062818, , MIWU, 0, 225N, 1209W,  30, 1002, TD,
EP, 03, 2022062900, , MIWU, 0, 229N, 1218W,  30, 1003, TD,
EP, 03, 2022062906, , MIWU, 0, 233N, 1228W,  25, 1005, TD,
EP, 03, 2022062912, , MIWU, 0, 235N, 1237W,  25, 1006, TD,
EP, 03, 2022062918, , MIWU, 0, 236N, 1243W,  20, 1008, DB,
EP, 03, 2022063000, , MIWU, 0, 237N, 1247W,  20, 1008, DB,
EP, 03, 2022063006, , MIWU, 0, 237N, 1250W,  20, 1008, DB,
EP, 03, 2022063012, , MIWU, 0, 238N, 1252W,  15, 1010, DB,
EP, 03, 2022063018, , MIWU, 0, 238N, 1254W,  15, 1011, DB,
