EP, 08, 2022072606, , MIWU, 0, 154N, 1115W,  20, 1010, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Georgette,
EP, 08, 2022072612, , MIWU, 0, 157N, 1120W,  20, 1010, DB,
EP, 08, 2022072618, , MIWU, 0, 161N, 1125W,  20, 1009, DB,
EP, 08, 2022072700, , MIWU, 0, 163N, 1131W,  20, 1009, DB,
EP, 08, 2022072706, , MIWU, 0, 162N, 1138W,  20, 1009, DB,
EP, 08, 2022072712, , MIWU, 0, 161N, 1145W,  30, 1005, TD,
EP, 08, 2022072718, , MIWU, 0, 162N, 1153W,  35, 1003, TS,
EP, 08, 2022072800, , MIWU, 0, 165N, 1163W,  45,  999, TS,
EP, 08, 2022072806, , MIWU, 0, 164N, 1173W,  45,  998, TS,
EP, 08, 2022072812, , MIWU, 0, 161N, 1182W,  50,  996, TS,
EP, 08, 2022072818, , MIWU, 0, 158N, 1193W,  55,  994, TS,
EP, 08, 2022072900, , MIWU, 0, 155N, 1203W,  50,  996, TS,
EP, 08, 2022072906, , MIWU, 0, 153N, 1214W,  50,  996, TS,
EP, 08, 2022072912, , MIWU, 0, 151N, 1225W,  50,  996, TS,
EP, 08, 2022072918, , MIWU, 0, 147N, 1237W,  45,  998, TS,
EP, 08, 2022073000, , MIWU, 0, 144N, 1246W,  45,  997, TS,
EP, 08, 2022073006, , MIWU, 0, 143N, 1256W,  45,  997, TS,
EP, 08, 2022073012, , MIWU, 0, 140N, 1264W,  45,  999, TS,
EP, 08, 2022073018, , MIWU, 0, 136N, 1271W,  45,  999, TS,
EP, 08, 2022073100, , MIWU, 0, 133N, 1282W,  45,  999, TS,
EP, 08, 2022073106, , MIWU, 0, 132N, 1290W,  45, 1000, TS,
EP, 08, 2022073112, , MIWU, 0, 129N, 1296W,  40, 1002, TS,
EP, 08, 2022073118, , MIWU, 0, 127N, 1299W,  35, 1004, TS,
EP, 08, 2022080100, , MIWU, 0, 128N, 1300W,  30, 1006, TD,
EP, 08, 2022080106, , MIWU, 0, 129N, 1301W,  30, 1006, TD,
EP, 08, 2022080112, , MIWU, 0, 130N, 1303W,  25, 1008, TD,
EP, 08, 2022080118, , MIWU, 0, 131N, 1307W,  25, 1008, TD,
EP, 08, 2022080200, , MIWU, 0, 133N, 1310W,  25, 1008, TD,
EP, 08, 2022080206, , MIWU, 0, 136N, 1309W,  30, 1006, TD,
EP, 08, 2022080212, , MIWU, 0, 140N, 1305W,  30, 1006, TD,
EP, 08, 2022080218, , MIWU, 0, 145N, 1302W,  30, 1005, TD,
EP, 08, 2022080300, , MIWU, 0, 150N, 1300W,  30, 1005, TD,
EP, 08, 2022080306, , MIWU, 0, 157N, 1296W,  30, 1005, TD,
EP, 08, 2022080312, , MIWU, 0, 164N, 1295W,  30, 1005, TD,
EP, 08, 2022080318, , MIWU, 0, 171N, 1293W,  25, 1007, TD,
EP, 08, 2022080400, , MIWU, 0, 178N, 1294W,  25, 1007, TD,
EP, 08, 2022080406, , MIWU, 0, 182N, 1298W,  25, 1007, TD,
EP, 08, 2022080412, , MIWU, 0, 185N, 1305W,  20, 1009, DB,
EP, 08, 2022080418, , MIWU, 0, 189N, 1311W,  20, 1009, DB,
EP, 08, 2022080500, , MIWU, 0, 192N, 1317W,  15, 1011, DB,
EP, 08, 2022080506, , MIWU, 0, 195N, 1325W,  15, 1011, DB,
EP, 08, 2022080512, , MIWU, 0, 198N, 1336W,  15, 1011, DB,
EP, 08, 2022080518, , MIWU, 0, 199N, 1348W,  15, 1012, DB,
EP, 08, 2022080600, , MIWU, 0, 197N, 1360W,  15, 1012, DB,
