EP, 15, 2022092000, , MIWU, 0, 155N,  998W,  20, 1011, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Newton,
EP, 15, 2022092006, , MIWU, 0, 157N, 1005W,  20, 1011, DB,
EP, 15, 2022092012, , MIWU, 0, 160N, 1012W,  20, 1010, DB,
EP, 15, 2022092018, , MIWU, 0, 162N, 1019W,  20, 1010, DB,
EP, 15, 2022092100, , MIWU, 0, 164N, 1027W,  20, 1010, DB,
EP, 15, 2022092106, , MIWU, 0, 166N, 1037W,  25, 1008, TD,
EP, 15, 2022092112, , MIWU, 0, 169N, 1046W,  30, 1006, TD,
EP, 15, 2022092118, , MIWU, 0, 172N, 1054W,  35, 1004, TS,
EP, 15, 2022092200, , MIWU, 0, 174N, 1064W,  45, 1000, TS,
EP, 15, 2022092206, , MIWU, 0, 175N, 1073W,  50,  996, TS,
EP, 15, 2022092212, , MIWU, 0, 176N, 1081W,  60,  992, TS,
EP, 15, 2022092218, , MIWU, 0, 178N, 1088W,  55,  994, TS,
EP, 15, 2022092300, , MIWU, 0, 180N, 1094W,  45,  998, TS,
EP, 15, 2022092306, , MIWU, 0, 179N, 1099W,  45,  998, TS,
EP, 15, 2022092312, , MIWU, 0, 179N, 1104W,  50,  996, TS,
EP, 15, 2022092318, , MIWU, 0, 181N, 1110W,  45,  998, TS,
EP, 15, 2022092400, , MIWU, 0, 184N, 1115W,  45,  999, TS,
EP, 15, 2022092406, , MIWU, 0, 188N, 1121W,  40, 1001, TS,
EP, 15, 2022092412, , MIWU, 0, 193N, 1127W,  35, 1003, TS,
EP, 15, 2022092418, , MIWU, 0, 196N, 1136W,  30, 1005, TD,
EP, 15, 2022092500, , MIWU, 0, 196N, 1144W,  30, 1005, TD,
EP, 15, 2022092506, , MIWU, 0, 195N, 1152W,  30, 1004, TD,
EP, 15, 2022092512, , MIWU, 0, 192N, 1159W,  30, 1004, TD,
EP, 15, 2022092518, , MIWU, 0, 186N, 1167W,  25, 1006, TD,
EP, 15, 2022092600, , MIWU, 0, 180N, 1175W,  25, 1006, TD,
EP, 15, 2022092606, , MIWU, 0, 172N, 1182W,  25, 1005, TD,
EP, 15, 2022092612, , MIWU, 0, 166N, 1187W,  25, 1005, TD,
EP, 15, 2022092618, , MIWU, 0, 162N, 1192W,  30, 1003, TD,
EP, 15, 2022092700, , MIWU, 0, 158N, 1197W,  30, 1003, TD,
EP, 15, 2022092706, , MIWU, 0, 152N, 1204W,  30, 1003, TD,
EP, 15, 2022092712, , MIWU, 0, 147N, 1210W,  25, 1005, TD,
EP, 15, 2022092718, , MIWU, 0, 142N, 1216W,  25, 1005, TD,
EP, 15, 2022092800, , MIWU, 0, 140N, 1222W,  20, 1007, DB,
EP, 15, 2022092806, , MIWU, 0, 139N, 1227W,  20, 1007, DB,
EP, 15, 2022092812, , MIWU, 0, 139N, 1235W,  20, 1007, DB,
EP, 15, 2022092818, , MIWU, 0, 139N, 1245W,  20, 1007, DB,
EP, 15, 2022092900, , MIWU, 0, 139N, 1254W,  15, 1009, DB,
EP, 15, 2022092906, , MIWU, 0, 140N, 1264W,  15, 1009, DB,
EP, 15, 2022092912, , MIWU, 0, 141N, 1274W,  15, 1010, DB,
EP, 15, 2022092918, , MIWU, 0, 143N, 1284W,  15, 1010, DB,
