EP, 12, 2022090218, , MIWU, 0, 130N,  959W,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Kay,
EP, 12, 2022090300, , MIWU, 0, 132N,  965W,  20, 1008, DB,
EP, 12, 2022090306, , MIWU, 0, 132N,  969W,  20, 1007, DB,
EP, 12, 2022090312, , MIWU, 0, 131N,  975W,  20, 1007, DB,
EP, 12, 2022090318, , MIWU, 0, 131N,  985W,  20, 1007, DB,
EP, 12, 2022090400, , MIWU, 0, 132N,  994W,  25, 1005, TD,
EP, 12, 2022090406, , MIWU, 0, 134N, 1003W,  25, 1005, TD,
EP, 12, 2022090412, , MIWU, 0, 137N, 1011W,  30, 1003, TD,
EP, 12, 2022090418, , MIWU, 0, 143N, 1020W,  30, 1002, TD,
EP, 12, 2022090500, , MIWU, 0, 148N, 1032W,  35, 1000, TS,
EP, 12, 2022090506, , MIWU, 0, 152N, 1045W,  40,  997, TS,
EP, 12, 2022090512, , MIWU, 0, 153N, 1057W,  50,  991, TS,
EP, 12, 2022090518, , MIWU, 0, 155N, 1069W,  60,  985, TS,
EP, 12, 2022090600, , MIWU, 0, 160N, 1075W,  65,  982, HU,
EP, 12, 2022090606, , MIWU, 0, 167N, 1083W,  70,  979, HU,
EP, 12, 2022090612, , MIWU, 0, 175N, 1093W,  65,  981, HU,
EP, 12, 2022090618, , MIWU, 0, 183N, 1104W,  70,  978, HU,
EP, 12, 2022090700, , MIWU, 0, 189N, 1112W,  70,  977, HU,
EP, 12, 2022090706, , MIWU, 0, 198N, 1117W,  75,  974, HU,
EP, 12, 2022090712, , MIWU, 0, 206N, 1122W,  85,  966, HU,
EP, 12, 2022090718, , MIWU, 0, 215N, 1126W,  75,  971, HU,
EP, 12, 2022090800, , MIWU, 0, 226N, 1128W,  75,  971, HU,
EP, 12, 2022090806, , MIWU, 0, 239N, 1131W,  70,  974, HU,
EP, 12, 2022090812, , MIWU, 0, 253N, 1135W,  65,  977, HU,
EP, 12, 2022090818, , MIWU, 0, 265N, 1139W,  60,  980, TS,
EP, 12, 2022090900, , MIWU, 0, 279N, 1144W,  50,  986, TS,
EP, 12, 2022090906, , MIWU, 0, 291N, 1150W,  40,  992, TS,
EP, 12, 2022090912, , MIWU, 0, 301N, 1162W,  30,  996, TD,
EP, 12, 2022090918, , MIWU, 0, 307N, 1174W,  30,  996, TD,
EP, 12, 2022091000, , MIWU, 0, 312N, 1183W,  30,  997, TD,
EP, 12, 2022091006, , MIWU, 0, 315N, 1190W,  25,  999, LO,
EP, 12, 2022091012, , MIWU, 0, 314N, 1198W,  25,  999, LO,
EP, 12, 2022091018, , MIWU, 0, 310N, 1205W,  25, 1000, LO,
EP, 12, 2022091100, , MIWU, 0, 305N, 1209W,  25, 1000, LO,
EP, 12, 2022091106, , MIWU, 0, 301N, 1212W,  25, 1000, LO,
EP, 12, 2022091112, , MIWU, 0, 298N, 1214W,  25, 1000, LO,
EP, 12, 2022091118, , MIWU, 0, 295N, 1215W,  20, 1002, LO,
EP, 12, 2022091200, , MIWU, 0, 292N, 1216W,  20, 1002, LO,
EP, 12, 2022091206, , MIWU, 0, 288N, 1216W,  20, 1003, LO,
EP, 12, 2022091212, , MIWU, 0, 283N, 1214W,  20, 1003, LO,
EP, 12, 2022091218, , MIWU, 0, 279N, 1211W,  15, 1005, LO,
EP, 12, 2022091300, , MIWU, 0, 276N, 1207W,  15, 1006, LO,
EP, 12, 2022091306, , MIWU, 0, 272N, 1203W,  15, 1007, LO,
