WP, 23, 2019102712,   , MIWU, 0, 117N, 1228E,  20, 1011, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Matmo-Bulbul,
WP, 23, 2019102718,   , MIWU, 0, 115N, 1216E,  20, 1011, DB,
WP, 23, 2019102800,   , MIWU, 0, 112N, 1203E,  20, 1010, DB,
WP, 23, 2019102806,   , MIWU, 0, 110N, 1190E,  20, 1010, DB,
WP, 23, 2019102812,   , MIWU, 0, 110N, 1178E,  25, 1008, TD,
WP, 23, 2019102818,   , MIWU, 0, 111N, 1166E,  30, 1006, TD,
WP, 23, 2019102900,   , MIWU, 0, 115N, 1157E,  35, 1004, TS,
WP, 23, 2019102906,   , MIWU, 0, 121N, 1149E,  35, 1003, TS,
WP, 23, 2019102912,   , MIWU, 0, 124N, 1141E,  40, 1001, TS,
WP, 23, 2019102918,   , MIWU, 0, 127N, 1130E,  45,  999, TS,
WP, 23, 2019103000,   , MIWU, 0, 130N, 1119E,  55,  995, TS,
WP, 23, 2019103006,   , MIWU, 0, 132N, 1109E,  60,  993, TS,
WP, 23, 2019103012,   , MIWU, 0, 133N, 1100E,  65,  990, TY,
WP, 23, 2019103018,   , MIWU, 0, 134N, 1086E,  55,  996, TS,
WP, 23, 2019103100,   , MIWU, 0, 135N, 1072E,  45, 1000, TS,
WP, 23, 2019103106,   , MIWU, 0, 137N, 1060E,  35, 1004, TS,
WP, 23, 2019103112,   , MIWU, 0, 140N, 1047E,  30, 1006, TD,
WP, 23, 2019103118,   , MIWU, 0, 143N, 1036E,  25, 1008, TD,
WP, 23, 2019110100,   , MIWU, 0, 145N, 1024E,  20, 1010, DB,
WP, 23, 2019110106,   , MIWU, 0, 146N, 1015E,  20, 1010, DB,
WP, 23, 2019110112,   , MIWU, 0, 145N, 1010E,  20, 1010, DB,
WP, 23, 2019110118,   , MIWU, 0, 144N, 1004E,  15, 1012, DB,
WP, 23, 2019110200,   , MIWU, 0, 142N,  997E,  10, 1014, DB,
WP, 23, 2019110206,   , MIWU, 0, 140N,  992E,  10, 1014, DB,
WP, 23, 2019110212,   , MIWU, 0, 137N,  985E,  10, 1014, DB,
WP, 23, 2019110218,   , MIWU, 0, 135N,  977E,  10, 1013, DB,
WP, 23, 2019110300,   , MIWU, 0, 134N,  969E,  10, 1013, DB,
WP, 23, 2019110306,   , MIWU, 0, 134N,  962E,  15, 1011, DB,
WP, 23, 2019110312,   , MIWU, 0, 134N,  955E,  15, 1010, DB,
WP, 23, 2019110318,   , MIWU, 0, 133N,  948E,  15, 1010, DB,
WP, 23, 2019110400,   , MIWU, 0, 130N,  943E,  20, 1008, DB,
WP, 23, 2019110406,   , MIWU, 0, 127N,  935E,  25, 1006, TD,
WP, 23, 2019110412,   , MIWU, 0, 126N,  926E,  30, 1004, TD,
WP, 23, 2019110418,   , MIWU, 0, 127N,  917E,  35, 1002, TS,
WP, 23, 2019110500,   , MIWU, 0, 129N,  911E,  35, 1002, TS,
WP, 23, 2019110506,   , MIWU, 0, 131N,  904E,  35, 1001, TS,
WP, 23, 2019110512,   , MIWU, 0, 132N,  899E,  35, 1001, TS,
WP, 23, 2019110518,   , MIWU, 0, 133N,  896E,  40,  999, TS,
WP, 23, 2019110600,   , MIWU, 0, 134N,  895E,  45,  997, TS,
WP, 23, 2019110606,   , MIWU, 0, 136N,  897E,  45,  997, TS,
WP, 23, 2019110612,   , MIWU, 0, 139N,  899E,  45,  996, TS,
WP, 23, 2019110618,   , MIWU, 0, 142N,  898E,  50,  994, TS,
WP, 23, 2019110700,   , MIWU, 0, 146N,  893E,  50,  993, TS,
WP, 23, 2019110706,   , MIWU, 0, 151N,  888E,  55,  990, TS,
WP, 23, 2019110712,   , MIWU, 0, 157N,  883E,  60,  987, TS,
WP, 23, 2019110718,   , MIWU, 0, 162N,  877E,  65,  984, TY,
WP, 23, 2019110800,   , MIWU, 0, 169N,  877E,  70,  980, TY,
WP, 23, 2019110806,   , MIWU, 0, 178N,  877E,  75,  976, TY,
WP, 23, 2019110812,   , MIWU, 0, 188N,  876E,  75,  974, TY,
WP, 23, 2019110818,   , MIWU, 0, 195N,  875E,  80,  970, TY,
WP, 23, 2019110900,   , MIWU, 0, 201N,  875E,  85,  966, TY,
WP, 23, 2019110906,   , MIWU, 0, 206N,  876E,  90,  963, TY,
WP, 23, 2019110912,   , MIWU, 0, 212N,  880E, 100,  958, TY,
WP, 23, 2019110915,   , MIWU, 0, 215N,  882E, 105,  956, TY,
WP, 23, 2019110918,   , MIWU, 0, 217N,  885E, 100,  960, TY,
WP, 23, 2019111000,   , MIWU, 0, 220N,  893E,  75,  978, TY,
WP, 23, 2019111006,   , MIWU, 0, 224N,  902E,  60,  987, TS,
WP, 23, 2019111012,   , MIWU, 0, 226N,  906E,  45,  994, TS,
WP, 23, 2019111018,   , MIWU, 0, 227N,  909E,  35,  998, TS,
WP, 23, 2019111100,   , MIWU, 0, 230N,  911E,  25, 1002, TD,
WP, 23, 2019111106,   , MIWU, 0, 233N,  913E,  20, 1004, DB,
WP, 23, 2019111112,   , MIWU, 0, 235N,  914E,  15, 1006, DB,
WP, 23, 2019111118,   , MIWU, 0, 236N,  915E,  15, 1007, DB,
