WP, 09, 2006080318,   , MIWU, 0, 213N, 1525E,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Maria,
WP, 09, 2006080400,   , MIWU, 0, 220N, 1516E,  20, 1007, DB,
WP, 09, 2006080406,   , MIWU, 0, 227N, 1506E,  20, 1006, DB,
WP, 09, 2006080412,   , MIWU, 0, 235N, 1495E,  25, 1004, TD,
WP, 09, 2006080418,   , MIWU, 0, 241N, 1483E,  30, 1002, TD,
WP, 09, 2006080500,   , MIWU, 0, 248N, 1473E,  35, 1000, TS,
WP, 09, 2006080506,   , MIWU, 0, 256N, 1463E,  35,  999, TS,
WP, 09, 2006080512,   , MIWU, 0, 261N, 1452E,  40,  997, TS,
WP, 09, 2006080518,   , MIWU, 0, 264N, 1441E,  50,  993, TS,
WP, 09, 2006080600,   , MIWU, 0, 270N, 1429E,  65,  984, TY,
WP, 09, 2006080606,   , MIWU, 0, 277N, 1416E,  70,  981, TY,
WP, 09, 2006080612,   , MIWU, 0, 282N, 1405E,  70,  980, TY,
WP, 09, 2006080618,   , MIWU, 0, 287N, 1396E,  75,  977, TY,
WP, 09, 2006080700,   , MIWU, 0, 296N, 1387E,  75,  977, TY,
WP, 09, 2006080706,   , MIWU, 0, 304N, 1379E,  75,  976, TY,
WP, 09, 2006080712,   , MIWU, 0, 312N, 1374E,  75,  976, TY,
WP, 09, 2006080718,   , MIWU, 0, 320N, 1370E,  70,  978, TY,
WP, 09, 2006080800,   , MIWU, 0, 325N, 1366E,  65,  981, TY,
WP, 09, 2006080806,   , MIWU, 0, 330N, 1367E,  65,  982, TY,
WP, 09, 2006080812,   , MIWU, 0, 336N, 1371E,  60,  985, TS,
WP, 09, 2006080818,   , MIWU, 0, 341N, 1380E,  55,  988, TS,
WP, 09, 2006080900,   , MIWU, 0, 346N, 1394E,  50,  990, TS,
WP, 09, 2006080906,   , MIWU, 0, 355N, 1413E,  55,  987, TS,
WP, 09, 2006080912,   , MIWU, 0, 363N, 1423E,  55,  987, TS,
WP, 09, 2006080918,   , MIWU, 0, 368N, 1431E,  55,  986, TS,
WP, 09, 2006081000,   , MIWU, 0, 370N, 1439E,  55,  986, SS,
WP, 09, 2006081006,   , MIWU, 0, 370N, 1448E,  50,  988, SS,
WP, 09, 2006081012,   , MIWU, 0, 373N, 1458E,  50,  988, SS,
WP, 09, 2006081018,   , MIWU, 0, 382N, 1468E,  50,  987, SS,
WP, 09, 2006081100,   , MIWU, 0, 389N, 1479E,  55,  984, SS,
WP, 09, 2006081106,   , MIWU, 0, 394N, 1490E,  55,  982, EX,
WP, 09, 2006081112,   , MIWU, 0, 399N, 1499E,  55,  981, EX,
WP, 09, 2006081118,   , MIWU, 0, 403N, 1504E,  50,  983, EX,
WP, 09, 2006081200,   , MIWU, 0, 407N, 1504E,  50,  984, EX,
WP, 09, 2006081206,   , MIWU, 0, 412N, 1504E,  45,  986, EX,
WP, 09, 2006081212,   , MIWU, 0, 418N, 1505E,  40,  989, EX,
WP, 09, 2006081218,   , MIWU, 0, 425N, 1506E,  35,  992, EX,
WP, 09, 2006081300,   , MIWU, 0, 433N, 1506E,  30,  995, EX,
WP, 09, 2006081306,   , MIWU, 0, 442N, 1505E,  30,  996, EX,
WP, 09, 2006081312,   , MIWU, 0, 450N, 1505E,  25,  998, EX,
WP, 09, 2006081318,   , MIWU, 0, 460N, 1506E,  25, 1000, EX,
WP, 09, 2006081400,   , MIWU, 0, 470N, 1508E,  25, 1000, EX,
WP, 09, 2006081406,   , MIWU, 0, 479N, 1510E,  20, 1002, EX,
WP, 09, 2006081412,   , MIWU, 0, 487N, 1511E,  20, 1003, EX,
