WP, 18, 2006092400,   , MIWU, 0, 122N, 1300E,  15, 1011, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Xangsane,
WP, 18, 2006092406,   , MIWU, 0, 121N, 1298E,  20, 1010, DB,
WP, 18, 2006092412,   , MIWU, 0, 120N, 1296E,  20, 1010, DB,
WP, 18, 2006092418,   , MIWU, 0, 119N, 1293E,  25, 1008, TD,
WP, 18, 2006092500,   , MIWU, 0, 118N, 1289E,  25, 1008, TD,
WP, 18, 2006092506,   , MIWU, 0, 117N, 1285E,  30, 1006, TD,
WP, 18, 2006092512,   , MIWU, 0, 117N, 1281E,  40, 1002, TS,
WP, 18, 2006092518,   , MIWU, 0, 118N, 1278E,  45,  999, TS,
WP, 18, 2006092600,   , MIWU, 0, 118N, 1276E,  50,  996, TS,
WP, 18, 2006092606,   , MIWU, 0, 119N, 1272E,  60,  990, TS,
WP, 18, 2006092612,   , MIWU, 0, 121N, 1267E,  70,  984, TY,
WP, 18, 2006092618,   , MIWU, 0, 122N, 1262E,  85,  972, TY,
WP, 18, 2006092700,   , MIWU, 0, 124N, 1255E, 105,  957, TY,
WP, 18, 2006092706,   , MIWU, 0, 127N, 1246E, 125,  945, TY,
WP, 18, 2006092712,   , MIWU, 0, 133N, 1235E, 120,  949, TY,
WP, 18, 2006092718,   , MIWU, 0, 137N, 1225E, 110,  956, TY,
WP, 18, 2006092800,   , MIWU, 0, 140N, 1215E,  95,  962, TY,
WP, 18, 2006092806,   , MIWU, 0, 146N, 1204E,  75,  978, TY,
WP, 18, 2006092812,   , MIWU, 0, 152N, 1192E,  65,  982, TY,
WP, 18, 2006092818,   , MIWU, 0, 155N, 1179E,  65,  981, TY,
WP, 18, 2006092900,   , MIWU, 0, 155N, 1169E,  70,  979, TY,
WP, 18, 2006092906,   , MIWU, 0, 156N, 1157E,  80,  971, TY,
WP, 18, 2006092912,   , MIWU, 0, 158N, 1144E,  95,  960, TY,
WP, 18, 2006092918,   , MIWU, 0, 157N, 1132E, 110,  952, TY,
WP, 18, 2006093000,   , MIWU, 0, 156N, 1123E, 115,  950, TY,
WP, 18, 2006093006,   , MIWU, 0, 157N, 1114E, 105,  958, TY,
WP, 18, 2006093012,   , MIWU, 0, 159N, 1105E,  95,  968, TY,
WP, 18, 2006093018,   , MIWU, 0, 160N, 1096E,  90,  973, TY,
WP, 18, 2006100100,   , MIWU, 0, 160N, 1085E,  85,  978, TY,
WP, 18, 2006100106,   , MIWU, 0, 158N, 1074E,  70,  989, TY,
WP, 18, 2006100112,   , MIWU, 0, 155N, 1062E,  45, 1000, TS,
WP, 18, 2006100118,   , MIWU, 0, 156N, 1050E,  35, 1004, TS,
WP, 18, 2006100200,   , MIWU, 0, 157N, 1038E,  30, 1006, TD,
WP, 18, 2006100206,   , MIWU, 0, 158N, 1027E,  25, 1008, TD,
WP, 18, 2006100212,   , MIWU, 0, 159N, 1018E,  20, 1010, DB,
WP, 18, 2006100218,   , MIWU, 0, 160N, 1010E,  20, 1011, DB,
WP, 18, 2006100300,   , MIWU, 0, 160N, 1005E,  15, 1013, DB,
WP, 18, 2006100306,   , MIWU, 0, 160N,  999E,  15, 1013, DB,
