SH, 02, 2021112906,   , MIWU, 0,  59S, 1008E,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Teratai,
SH, 02, 2021112912,   , MIWU, 0,  63S, 1006E,  20, 1008, DB,
SH, 02, 2021112918,   , MIWU, 0,  67S, 1007E,  20, 1007, DB,
SH, 02, 2021113000,   , MIWU, 0,  69S, 1012E,  25, 1005, DB,
SH, 02, 2021113006,   , MIWU, 0,  72S, 1018E,  30, 1003, TD,
SH, 02, 2021113012,   , MIWU, 0,  76S, 1023E,  40,  998, TS,
SH, 02, 2021113018,   , MIWU, 0,  81S, 1026E,  50,  992, TS,
SH, 02, 2021120100,   , MIWU, 0,  87S, 1025E,  50,  993, TS,
SH, 02, 2021120106,   , MIWU, 0,  92S, 1023E,  45,  995, TS,
SH, 02, 2021120112,   , MIWU, 0,  96S, 1020E,  45,  996, TS,
SH, 02, 2021120118,   , MIWU, 0,  98S, 1016E,  40,  998, TS,
SH, 02, 2021120200,   , MIWU, 0,  99S, 1011E,  30, 1002, TD,
SH, 02, 2021120206,   , MIWU, 0,  97S, 1007E,  30, 1003, TD,
SH, 02, 2021120212,   , MIWU, 0,  92S, 1004E,  30, 1003, TD,
SH, 02, 2021120218,   , MIWU, 0,  90S,  998E,  25, 1005, TD,
SH, 02, 2021120300,   , MIWU, 0,  88S,  991E,  25, 1005, TD,
SH, 02, 2021120306,   , MIWU, 0,  86S,  985E,  25, 1005, TD,
SH, 02, 2021120312,   , MIWU, 0,  85S,  979E,  25, 1004, TD,
SH, 02, 2021120318,   , MIWU, 0,  83S,  972E,  25, 1004, TD,
SH, 02, 2021120400,   , MIWU, 0,  82S,  964E,  30, 1002, TD,
SH, 02, 2021120406,   , MIWU, 0,  81S,  960E,  30, 1001, TD,
SH, 02, 2021120412,   , MIWU, 0,  78S,  962E,  30, 1001, TD,
SH, 02, 2021120418,   , MIWU, 0,  76S,  968E,  30, 1000, TD,
SH, 02, 2021120500,   , MIWU, 0,  77S,  975E,  30, 1000, TD,
SH, 02, 2021120506,   , MIWU, 0,  79S,  982E,  25, 1002, TD,
SH, 02, 2021120512,   , MIWU, 0,  82S,  990E,  25, 1002, TD,
SH, 02, 2021120518,   , MIWU, 0,  86S,  998E,  25, 1003, TD,
SH, 02, 2021120600,   , MIWU, 0,  89S, 1009E,  25, 1003, TD,
SH, 02, 2021120606,   , MIWU, 0,  90S, 1024E,  25, 1002, TD,
SH, 02, 2021120612,   , MIWU, 0,  93S, 1037E,  25, 1002, TD,
SH, 02, 2021120618,   , MIWU, 0,  97S, 1048E,  30, 1000, TD,
SH, 02, 2021120700,   , MIWU, 0, 102S, 1054E,  35,  998, TS,
SH, 02, 2021120706,   , MIWU, 0, 109S, 1058E,  35,  997, TS,
SH, 02, 2021120712,   , MIWU, 0, 115S, 1061E,  40,  994, TS,
SH, 02, 2021120718,   , MIWU, 0, 120S, 1062E,  40,  993, TS,
SH, 02, 2021120800,   , MIWU, 0, 124S, 1060E,  40,  993, TS,
SH, 02, 2021120806,   , MIWU, 0, 130S, 1058E,  40,  993, TS,
SH, 02, 2021120812,   , MIWU, 0, 134S, 1052E,  45,  991, TS,
SH, 02, 2021120818,   , MIWU, 0, 139S, 1044E,  45,  990, TS,
SH, 02, 2021120900,   , MIWU, 0, 142S, 1037E,  40,  992, TS,
SH, 02, 2021120906,   , MIWU, 0, 145S, 1030E,  35,  994, TS,
SH, 02, 2021120912,   , MIWU, 0, 147S, 1019E,  30,  996, TD,
SH, 02, 2021120918,   , MIWU, 0, 149S, 1009E,  25,  998, TD,
SH, 02, 2021121000,   , MIWU, 0, 152S, 1001E,  20, 1000, DB,
SH, 02, 2021121006,   , MIWU, 0, 156S,  997E,  20, 1000, DB,
SH, 02, 2021121012,   , MIWU, 0, 160S,  990E,  20, 1000, DB,
SH, 02, 2021121018,   , MIWU, 0, 164S,  979E,  20, 1000, DB,
SH, 02, 2021121100,   , MIWU, 0, 168S,  967E,  15, 1002, DB,
SH, 02, 2021121106,   , MIWU, 0, 173S,  954E,  15, 1002, DB,
SH, 02, 2021121112,   , MIWU, 0, 175S,  942E,  15, 1003, DB,
SH, 02, 2021121118,   , MIWU, 0, 176S,  929E,  15, 1003, DB,
SH, 02, 2021121200,   , MIWU, 0, 177S,  915E,  20, 1001, DB,
SH, 02, 2021121206,   , MIWU, 0, 180S,  902E,  20, 1000, DB,
SH, 02, 2021121212,   , MIWU, 0, 187S,  886E,  20, 1000, DB,
SH, 02, 2021121218,   , MIWU, 0, 193S,  871E,  20, 1000, DB,
SH, 02, 2021121300,   , MIWU, 0, 198S,  857E,  15, 1002, DB,
SH, 02, 2021121306,   , MIWU, 0, 202S,  845E,  15, 1003, DB,
SH, 02, 2021121312,   , MIWU, 0, 205S,  834E,  15, 1004, DB,
