SH, 06, 2022010712,   , MIWU, 0, 119S, 1466E,  20, 1007, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Tiffany,
SH, 06, 2022010718,   , MIWU, 0, 120S, 1472E,  20, 1006, DB,
SH, 06, 2022010800,   , MIWU, 0, 122S, 1477E,  20, 1006, DB,
SH, 06, 2022010806,   , MIWU, 0, 125S, 1480E,  25, 1004, TD,
SH, 06, 2022010812,   , MIWU, 0, 129S, 1480E,  35, 1000, TS,
SH, 06, 2022010818,   , MIWU, 0, 133S, 1478E,  45,  996, TS,
SH, 06, 2022010900,   , MIWU, 0, 136S, 1474E,  50,  994, TS,
SH, 06, 2022010906,   , MIWU, 0, 138S, 1468E,  60,  990, TS,
SH, 06, 2022010912,   , MIWU, 0, 140S, 1459E,  70,  986, TY,
SH, 06, 2022010918,   , MIWU, 0, 140S, 1450E,  75,  984, TY,
SH, 06, 2022011000,   , MIWU, 0, 142S, 1441E,  65,  988, TY,
SH, 06, 2022011006,   , MIWU, 0, 145S, 1434E,  50,  994, TS,
SH, 06, 2022011012,   , MIWU, 0, 144S, 1426E,  35, 1000, TS,
SH, 06, 2022011018,   , MIWU, 0, 143S, 1417E,  35,  999, TS,
SH, 06, 2022011100,   , MIWU, 0, 143S, 1410E,  40,  997, TS,
SH, 06, 2022011106,   , MIWU, 0, 143S, 1398E,  50,  993, TS,
SH, 06, 2022011112,   , MIWU, 0, 144S, 1386E,  60,  989, TS,
SH, 06, 2022011118,   , MIWU, 0, 146S, 1370E,  65,  987, TY,
SH, 06, 2022011200,   , MIWU, 0, 147S, 1355E,  65,  986, TY,
SH, 06, 2022011206,   , MIWU, 0, 148S, 1340E,  55,  990, TS,
SH, 06, 2022011212,   , MIWU, 0, 149S, 1328E,  40,  996, TS,
SH, 06, 2022011218,   , MIWU, 0, 151S, 1318E,  30, 1000, TD,
SH, 06, 2022011300,   , MIWU, 0, 153S, 1307E,  25, 1002, TD,
SH, 06, 2022011306,   , MIWU, 0, 157S, 1297E,  20, 1004, DB,
SH, 06, 2022011312,   , MIWU, 0, 160S, 1290E,  20, 1004, DB,
SH, 06, 2022011318,   , MIWU, 0, 161S, 1280E,  20, 1003, DB,
SH, 06, 2022011400,   , MIWU, 0, 159S, 1271E,  25, 1001, TD,
SH, 06, 2022011406,   , MIWU, 0, 159S, 1263E,  25, 1000, TD,
SH, 06, 2022011412,   , MIWU, 0, 162S, 1260E,  30,  998, TD,
SH, 06, 2022011418,   , MIWU, 0, 166S, 1260E,  30,  997, TD,
SH, 06, 2022011500,   , MIWU, 0, 174S, 1262E,  30,  997, TD,
SH, 06, 2022011506,   , MIWU, 0, 183S, 1265E,  30,  997, TD,
SH, 06, 2022011512,   , MIWU, 0, 190S, 1269E,  30,  996, TD,
SH, 06, 2022011518,   , MIWU, 0, 202S, 1275E,  30,  996, TD,
SH, 06, 2022011600,   , MIWU, 0, 216S, 1279E,  30,  996, TD,
SH, 06, 2022011606,   , MIWU, 0, 229S, 1282E,  35,  994, EX,
SH, 06, 2022011612,   , MIWU, 0, 240S, 1286E,  35,  993, EX,
SH, 06, 2022011618,   , MIWU, 0, 248S, 1288E,  35,  993, EX,
SH, 06, 2022011700,   , MIWU, 0, 255S, 1293E,  30,  995, EX,
SH, 06, 2022011706,   , MIWU, 0, 261S, 1297E,  25,  997, EX,
SH, 06, 2022011712,   , MIWU, 0, 266S, 1303E,  20,  998, EX,
