SH, 05, 2022010606,   , MIWU, 0, 158S, 1745E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Cody,
SH, 05, 2022010612,   , MIWU, 0, 161S, 1742E,  20, 1005, DB,
SH, 05, 2022010618,   , MIWU, 0, 165S, 1738E,  20, 1005, DB,
SH, 05, 2022010700,   , MIWU, 0, 170S, 1733E,  25, 1003, TD,
SH, 05, 2022010706,   , MIWU, 0, 174S, 1730E,  30, 1001, TD,
SH, 05, 2022010712,   , MIWU, 0, 177S, 1728E,  35,  998, TS,
SH, 05, 2022010718,   , MIWU, 0, 179S, 1727E,  35,  998, TS,
SH, 05, 2022010800,   , MIWU, 0, 180S, 1728E,  35,  999, TS,
SH, 05, 2022010806,   , MIWU, 0, 181S, 1730E,  35,  999, TS,
SH, 05, 2022010812,   , MIWU, 0, 182S, 1733E,  30, 1001, TD,
SH, 05, 2022010818,   , MIWU, 0, 183S, 1739E,  30, 1002, TD,
SH, 05, 2022010900,   , MIWU, 0, 185S, 1747E,  30, 1002, TD,
SH, 05, 2022010906,   , MIWU, 0, 188S, 1757E,  30, 1002, TD,
SH, 05, 2022010912,   , MIWU, 0, 192S, 1766E,  40,  998, TS,
SH, 05, 2022010918,   , MIWU, 0, 197S, 1769E,  45,  996, TS,
SH, 05, 2022011000,   , MIWU, 0, 200S, 1765E,  50,  994, TS,
SH, 05, 2022011006,   , MIWU, 0, 203S, 1761E,  55,  991, TS,
SH, 05, 2022011012,   , MIWU, 0, 205S, 1755E,  45,  995, TS,
SH, 05, 2022011018,   , MIWU, 0, 206S, 1746E,  45,  994, TS,
SH, 05, 2022011100,   , MIWU, 0, 207S, 1737E,  50,  991, TS,
SH, 05, 2022011106,   , MIWU, 0, 208S, 1734E,  55,  988, TS,
SH, 05, 2022011112,   , MIWU, 0, 211S, 1735E,  55,  987, TS,
SH, 05, 2022011118,   , MIWU, 0, 218S, 1737E,  60,  984, TS,
SH, 05, 2022011200,   , MIWU, 0, 228S, 1740E,  65,  981, TY,
SH, 05, 2022011206,   , MIWU, 0, 235S, 1744E,  65,  982, TY,
SH, 05, 2022011212,   , MIWU, 0, 242S, 1749E,  60,  984, TS,
SH, 05, 2022011218,   , MIWU, 0, 249S, 1754E,  55,  986, TS,
SH, 05, 2022011300,   , MIWU, 0, 256S, 1760E,  50,  988, TS,
SH, 05, 2022011306,   , MIWU, 0, 262S, 1766E,  45,  990, TS,
SH, 05, 2022011312,   , MIWU, 0, 267S, 1771E,  45,  989, SS,
SH, 05, 2022011318,   , MIWU, 0, 271S, 1775E,  45,  988, SS,
SH, 05, 2022011400,   , MIWU, 0, 275S, 1778E,  50,  985, SS,
SH, 05, 2022011406,   , MIWU, 0, 277S, 1782E,  50,  984, SS,
SH, 05, 2022011412,   , MIWU, 0, 279S, 1788E,  50,  984, SS,
SH, 05, 2022011418,   , MIWU, 0, 281S, 1794E,  45,  986, SS,
SH, 05, 2022011500,   , MIWU, 0, 284S, 1800E,  40,  988, SS,
SH, 05, 2022011506,   , MIWU, 0, 292S, 1794W,  40,  988, SS,
SH, 05, 2022011512,   , MIWU, 0, 300S, 1788W,  40,  987, SS,
SH, 05, 2022011518,   , MIWU, 0, 310S, 1783W,  45,  984, SS,
SH, 05, 2022011600,   , MIWU, 0, 322S, 1780W,  45,  983, EX,
SH, 05, 2022011606,   , MIWU, 0, 333S, 1777W,  50,  980, EX,
SH, 05, 2022011612,   , MIWU, 0, 346S, 1774W,  50,  979, EX,
SH, 05, 2022011618,   , MIWU, 0, 359S, 1772W,  55,  976, EX,
SH, 05, 2022011700,   , MIWU, 0, 374S, 1771W,  65,  970, EX,
SH, 05, 2022011706,   , MIWU, 0, 390S, 1772W,  65,  968, EX,
SH, 05, 2022011712,   , MIWU, 0, 400S, 1770W,  60,  970, EX,
SH, 05, 2022011718,   , MIWU, 0, 412S, 1764W,  55,  973, EX,
SH, 05, 2022011800,   , MIWU, 0, 424S, 1755W,  50,  976, EX,
SH, 05, 2022011806,   , MIWU, 0, 438S, 1745W,  45,  979, EX,
SH, 05, 2022011812,   , MIWU, 0, 451S, 1732W,  40,  982, EX,
SH, 05, 2022011818,   , MIWU, 0, 460S, 1716W,  35,  985, EX,
SH, 05, 2022011900,   , MIWU, 0, 472S, 1694W,  30,  988, EX,
SH, 05, 2022011906,   , MIWU, 0, 486S, 1667W,  25,  991, EX,
SH, 05, 2022011912,   , MIWU, 0, 500S, 1642W,  25,  992, EX,
SH, 05, 2022011918,   , MIWU, 0, 516S, 1617W,  20,  995, EX,
