SH, 03, 2021120912,   , MIWU, 0, 100S, 1553E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Ruby,
SH, 03, 2021120918,   , MIWU, 0, 102S, 1554E,  20, 1004, DB,
SH, 03, 2021121000,   , MIWU, 0, 104S, 1554E,  25, 1002, TD,
SH, 03, 2021121006,   , MIWU, 0, 105S, 1553E,  25, 1001, TD,
SH, 03, 2021121012,   , MIWU, 0, 106S, 1554E,  30,  999, TD,
SH, 03, 2021121018,   , MIWU, 0, 107S, 1556E,  30,  999, TD,
SH, 03, 2021121100,   , MIWU, 0, 109S, 1558E,  30,  998, TD,
SH, 03, 2021121106,   , MIWU, 0, 112S, 1561E,  30,  998, TD,
SH, 03, 2021121112,   , MIWU, 0, 117S, 1565E,  35,  996, TS,
SH, 03, 2021121118,   , MIWU, 0, 127S, 1569E,  45,  992, TS,
SH, 03, 2021121200,   , MIWU, 0, 137S, 1573E,  55,  986, TS,
SH, 03, 2021121206,   , MIWU, 0, 146S, 1577E,  65,  980, TY,
SH, 03, 2021121212,   , MIWU, 0, 155S, 1582E,  70,  977, TY,
SH, 03, 2021121218,   , MIWU, 0, 164S, 1587E,  70,  976, TY,
SH, 03, 2021121300,   , MIWU, 0, 172S, 1598E,  65,  978, TY,
SH, 03, 2021121306,   , MIWU, 0, 179S, 1608E,  60,  980, TS,
SH, 03, 2021121312,   , MIWU, 0, 187S, 1620E,  60,  979, TS,
SH, 03, 2021121318,   , MIWU, 0, 198S, 1637E,  60,  979, TS,
SH, 03, 2021121400,   , MIWU, 0, 210S, 1652E,  60,  979, TS,
SH, 03, 2021121406,   , MIWU, 0, 221S, 1670E,  55,  981, TS,
SH, 03, 2021121412,   , MIWU, 0, 232S, 1690E,  50,  983, TS,
SH, 03, 2021121418,   , MIWU, 0, 242S, 1706E,  45,  985, TS,
SH, 03, 2021121500,   , MIWU, 0, 253S, 1727E,  40,  987, TS,
SH, 03, 2021121506,   , MIWU, 0, 264S, 1745E,  40,  987, TS,
SH, 03, 2021121512,   , MIWU, 0, 283S, 1766E,  40,  988, TS,
SH, 03, 2021121518,   , MIWU, 0, 305S, 1788E,  40,  988, EX,
SH, 03, 2021121600,   , MIWU, 0, 332S, 1784W,  40,  988, EX,
SH, 03, 2021121606,   , MIWU, 0, 360S, 1747W,  35,  990, EX,
SH, 03, 2021121612,   , MIWU, 0, 384S, 1707W,  35,  991, EX,
SH, 03, 2021121618,   , MIWU, 0, 398S, 1656W,  30,  993, EX,
