SH, 08, 2022012512,   , MIWU, 0, 120S,  903E,  20, 1008, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Batsirai,
SH, 08, 2022012518,   , MIWU, 0, 126S,  900E,  20, 1008, DB,
SH, 08, 2022012600,   , MIWU, 0, 134S,  895E,  25, 1006, TD,
SH, 08, 2022012606,   , MIWU, 0, 142S,  883E,  30, 1004, TD,
SH, 08, 2022012612,   , MIWU, 0, 148S,  869E,  35, 1002, TS,
SH, 08, 2022012618,   , MIWU, 0, 153S,  853E,  40, 1000, TS,
SH, 08, 2022012700,   , MIWU, 0, 162S,  837E,  55,  994, TS,
SH, 08, 2022012706,   , MIWU, 0, 173S,  817E,  75,  986, TY,
SH, 08, 2022012711,   , MIWU, 0, 179S,  802E, 105,  970, TY,
SH, 08, 2022012712,   , MIWU, 0, 180S,  797E, 100,  972, TY,
SH, 08, 2022012718,   , MIWU, 0, 183S,  780E,  70,  984, TY,
SH, 08, 2022012800,   , MIWU, 0, 185S,  764E,  50,  992, TS,
SH, 08, 2022012806,   , MIWU, 0, 186S,  748E,  55,  989, TS,
SH, 08, 2022012812,   , MIWU, 0, 185S,  736E,  55,  989, TS,
SH, 08, 2022012818,   , MIWU, 0, 183S,  725E,  60,  986, TS,
SH, 08, 2022012900,   , MIWU, 0, 182S,  716E,  70,  980, TY,
SH, 08, 2022012906,   , MIWU, 0, 181S,  708E,  75,  977, TY,
SH, 08, 2022012912,   , MIWU, 0, 180S,  700E,  80,  974, TY,
SH, 08, 2022012918,   , MIWU, 0, 179S,  691E,  90,  968, TY,
SH, 08, 2022013000,   , MIWU, 0, 177S,  681E, 100,  962, TY,
SH, 08, 2022013006,   , MIWU, 0, 173S,  671E, 105,  959, TY,
SH, 08, 2022013012,   , MIWU, 0, 169S,  661E, 100,  961, TY,
SH, 08, 2022013018,   , MIWU, 0, 166S,  652E,  95,  963, TY,
SH, 08, 2022013100,   , MIWU, 0, 163S,  644E,  85,  967, TY,
SH, 08, 2022013106,   , MIWU, 0, 160S,  638E,  80,  969, TY,
SH, 08, 2022013112,   , MIWU, 0, 159S,  633E,  75,  971, TY,
SH, 08, 2022013118,   , MIWU, 0, 160S,  628E,  70,  973, TY,
SH, 08, 2022020100,   , MIWU, 0, 164S,  622E,  75,  970, TY,
SH, 08, 2022020106,   , MIWU, 0, 169S,  612E,  85,  964, TY,
SH, 08, 2022020112,   , MIWU, 0, 174S,  602E,  95,  956, TY,
SH, 08, 2022020118,   , MIWU, 0, 177S,  592E, 105,  946, TY,
SH, 08, 2022020200,   , MIWU, 0, 181S,  583E, 125,  926, TY,
SH, 08, 2022020206,   , MIWU, 0, 186S,  575E, 130,  921, ST,
SH, 08, 2022020209,   , MIWU, 0, 187S,  572E, 130,  920, ST,
SH, 08, 2022020212,   , MIWU, 0, 189S,  568E, 125,  920, TY,
SH, 08, 2022020218,   , MIWU, 0, 190S,  562E, 120,  923, TY,
SH, 08, 2022020300,   , MIWU, 0, 191S,  557E, 110,  929, TY,
SH, 08, 2022020306,   , MIWU, 0, 191S,  553E, 105,  932, TY,
SH, 08, 2022020312,   , MIWU, 0, 192S,  549E, 100,  935, TY,
SH, 08, 2022020318,   , MIWU, 0, 194S,  544E, 100,  934, TY,
SH, 08, 2022020400,   , MIWU, 0, 195S,  538E, 110,  930, TY,
SH, 08, 2022020406,   , MIWU, 0, 195S,  531E, 120,  926, TY,
SH, 08, 2022020412,   , MIWU, 0, 195S,  525E, 120,  925, TY,
SH, 08, 2022020418,   , MIWU, 0, 196S,  520E, 120,  925, TY,
SH, 08, 2022020500,   , MIWU, 0, 199S,  513E, 115,  928, TY,
SH, 08, 2022020506,   , MIWU, 0, 203S,  504E, 110,  931, TY,
SH, 08, 2022020512,   , MIWU, 0, 208S,  494E, 105,  934, TY,
SH, 08, 2022020518,   , MIWU, 0, 210S,  482E,  95,  940, TY,
SH, 08, 2022020600,   , MIWU, 0, 214S,  468E,  65,  970, TY,
SH, 08, 2022020606,   , MIWU, 0, 222S,  453E,  50,  985, TS,
SH, 08, 2022020612,   , MIWU, 0, 229S,  442E,  40,  992, TS,
SH, 08, 2022020618,   , MIWU, 0, 234S,  433E,  35,  994, TS,
SH, 08, 2022020700,   , MIWU, 0, 236S,  425E,  35,  995, TS,
SH, 08, 2022020706,   , MIWU, 0, 239S,  421E,  35,  995, TS,
SH, 08, 2022020712,   , MIWU, 0, 246S,  420E,  40,  992, TS,
SH, 08, 2022020718,   , MIWU, 0, 255S,  420E,  45,  989, TS,
SH, 08, 2022020800,   , MIWU, 0, 263S,  419E,  50,  986, TS,
SH, 08, 2022020806,   , MIWU, 0, 270S,  419E,  50,  986, TS,
SH, 08, 2022020812,   , MIWU, 0, 281S,  420E,  50,  985, EX,
SH, 08, 2022020818,   , MIWU, 0, 293S,  423E,  50,  985, EX,
SH, 08, 2022020900,   , MIWU, 0, 307S,  426E,  50,  985, EX,
SH, 08, 2022020906,   , MIWU, 0, 323S,  430E,  45,  987, EX,
SH, 08, 2022020912,   , MIWU, 0, 342S,  434E,  45,  987, EX,
SH, 08, 2022020918,   , MIWU, 0, 356S,  441E,  45,  988, EX,
SH, 08, 2022021000,   , MIWU, 0, 369S,  455E,  45,  988, EX,
SH, 08, 2022021006,   , MIWU, 0, 382S,  485E,  40,  990, EX,
SH, 08, 2022021012,   , MIWU, 0, 396S,  519E,  40,  991, EX,
SH, 08, 2022021018,   , MIWU, 0, 410S,  553E,  35,  993, EX,
SH, 08, 2022021100,   , MIWU, 0, 425S,  590E,  30,  995, EX,
SH, 08, 2022021106,   , MIWU, 0, 440S,  625E,  30,  996, EX,
SH, 08, 2022021112,   , MIWU, 0, 458S,  668E,  25,  998, EX,
SH, 08, 2022021118,   , MIWU, 0, 474S,  711E,  25,  998, EX,
SH, 08, 2022021200,   , MIWU, 0, 489S,  758E,  20, 1000, EX,
