SH, 19, 2022030606,   , MIWU, 0, 167S,  549E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Gombe,
SH, 19, 2022030612,   , MIWU, 0, 164S,  543E,  20, 1006, DB,
SH, 19, 2022030618,   , MIWU, 0, 160S,  537E,  20, 1005, DB,
SH, 19, 2022030700,   , MIWU, 0, 156S,  531E,  25, 1003, TD,
SH, 19, 2022030706,   , MIWU, 0, 153S,  523E,  30, 1001, TD,
SH, 19, 2022030712,   , MIWU, 0, 154S,  516E,  40,  996, TS,
SH, 19, 2022030718,   , MIWU, 0, 155S,  511E,  50,  992, TS,
SH, 19, 2022030800,   , MIWU, 0, 153S,  503E,  45,  994, TS,
SH, 19, 2022030806,   , MIWU, 0, 150S,  494E,  35,  998, TS,
SH, 19, 2022030812,   , MIWU, 0, 145S,  484E,  35,  999, TS,
SH, 19, 2022030818,   , MIWU, 0, 145S,  476E,  35,  999, TS,
SH, 19, 2022030900,   , MIWU, 0, 146S,  469E,  40,  996, TS,
SH, 19, 2022030906,   , MIWU, 0, 147S,  460E,  45,  993, TS,
SH, 19, 2022030912,   , MIWU, 0, 149S,  452E,  50,  990, TS,
SH, 19, 2022030918,   , MIWU, 0, 151S,  444E,  55,  987, TS,
SH, 19, 2022031000,   , MIWU, 0, 152S,  437E,  65,  981, TY,
SH, 19, 2022031006,   , MIWU, 0, 154S,  430E,  70,  978, TY,
SH, 19, 2022031012,   , MIWU, 0, 156S,  421E,  80,  970, TY,
SH, 19, 2022031018,   , MIWU, 0, 157S,  413E,  90,  960, TY,
SH, 19, 2022031023,   , MIWU, 0, 157S,  408E, 105,  951, TY,
SH, 19, 2022031100,   , MIWU, 0, 156S,  405E, 105,  952, TY,
SH, 19, 2022031106,   , MIWU, 0, 156S,  398E,  85,  968, TY,
SH, 19, 2022031112,   , MIWU, 0, 155S,  391E,  65,  984, TY,
SH, 19, 2022031118,   , MIWU, 0, 153S,  384E,  45,  992, TS,
SH, 19, 2022031200,   , MIWU, 0, 150S,  375E,  30,  998, TD,
SH, 19, 2022031206,   , MIWU, 0, 151S,  367E,  20, 1002, DB,
SH, 19, 2022031212,   , MIWU, 0, 153S,  359E,  15, 1004, DB,
SH, 19, 2022031218,   , MIWU, 0, 155S,  353E,  15, 1005, DB,
SH, 19, 2022031300,   , MIWU, 0, 158S,  351E,  15, 1005, DB,
SH, 19, 2022031306,   , MIWU, 0, 160S,  350E,  15, 1006, DB,
SH, 19, 2022031312,   , MIWU, 0, 163S,  351E,  20, 1004, DB,
SH, 19, 2022031318,   , MIWU, 0, 167S,  354E,  20, 1004, DB,
SH, 19, 2022031400,   , MIWU, 0, 171S,  357E,  20, 1003, DB,
SH, 19, 2022031406,   , MIWU, 0, 175S,  361E,  20, 1003, DB,
SH, 19, 2022031412,   , MIWU, 0, 181S,  367E,  25, 1001, TD,
SH, 19, 2022031418,   , MIWU, 0, 182S,  373E,  25, 1000, TD,
SH, 19, 2022031500,   , MIWU, 0, 183S,  377E,  30,  998, TD,
SH, 19, 2022031506,   , MIWU, 0, 182S,  379E,  30,  997, TD,
SH, 19, 2022031512,   , MIWU, 0, 180S,  381E,  30,  997, TD,
SH, 19, 2022031518,   , MIWU, 0, 181S,  384E,  25,  999, TD,
SH, 19, 2022031600,   , MIWU, 0, 181S,  383E,  25,  999, TD,
SH, 19, 2022031606,   , MIWU, 0, 182S,  382E,  25,  999, TD,
SH, 19, 2022031612,   , MIWU, 0, 182S,  380E,  25, 1000, TD,
SH, 19, 2022031618,   , MIWU, 0, 181S,  376E,  25, 1000, TD,
SH, 19, 2022031700,   , MIWU, 0, 180S,  372E,  25, 1000, TD,
SH, 19, 2022031706,   , MIWU, 0, 180S,  368E,  25, 1000, TD,
SH, 19, 2022031712,   , MIWU, 0, 181S,  362E,  20, 1002, DB,
SH, 19, 2022031718,   , MIWU, 0, 183S,  357E,  20, 1002, DB,
SH, 19, 2022031800,   , MIWU, 0, 185S,  353E,  20, 1002, DB,
SH, 19, 2022031806,   , MIWU, 0, 186S,  350E,  20, 1003, DB,
SH, 19, 2022031812,   , MIWU, 0, 185S,  348E,  15, 1005, DB,
