SH, 12, 2022021100,   , MIWU, 0, 115S,  621E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Dumako,
SH, 12, 2022021106,   , MIWU, 0, 118S,  624E,  20, 1005, DB,
SH, 12, 2022021112,   , MIWU, 0, 120S,  627E,  25, 1003, TD,
SH, 12, 2022021118,   , MIWU, 0, 124S,  628E,  30, 1001, TD,
SH, 12, 2022021200,   , MIWU, 0, 128S,  629E,  30, 1000, TD,
SH, 12, 2022021206,   , MIWU, 0, 133S,  627E,  30,  999, TD,
SH, 12, 2022021212,   , MIWU, 0, 138S,  624E,  30, 1000, TD,
SH, 12, 2022021218,   , MIWU, 0, 142S,  620E,  35,  998, TS,
SH, 12, 2022021300,   , MIWU, 0, 146S,  616E,  35,  997, TS,
SH, 12, 2022021306,   , MIWU, 0, 149S,  611E,  35,  998, TS,
SH, 12, 2022021312,   , MIWU, 0, 153S,  602E,  40,  995, TS,
SH, 12, 2022021318,   , MIWU, 0, 156S,  589E,  45,  992, TS,
SH, 12, 2022021400,   , MIWU, 0, 159S,  573E,  55,  986, TS,
SH, 12, 2022021406,   , MIWU, 0, 163S,  557E,  50,  988, TS,
SH, 12, 2022021412,   , MIWU, 0, 166S,  544E,  45,  990, TS,
SH, 12, 2022021418,   , MIWU, 0, 166S,  531E,  45,  989, TS,
SH, 12, 2022021500,   , MIWU, 0, 167S,  518E,  50,  987, TS,
SH, 12, 2022021506,   , MIWU, 0, 168S,  505E,  55,  985, TS,
SH, 12, 2022021512,   , MIWU, 0, 170S,  495E,  50,  987, TS,
SH, 12, 2022021518,   , MIWU, 0, 171S,  488E,  40,  993, TS,
SH, 12, 2022021600,   , MIWU, 0, 170S,  478E,  25, 1002, TD,
SH, 12, 2022021606,   , MIWU, 0, 170S,  468E,  15, 1006, DB,
