SH, 20, 2022031206,   , MIWU, 0, 107S, 1095E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Billy,
SH, 20, 2022031212,   , MIWU, 0, 110S, 1088E,  20, 1004, DB,
SH, 20, 2022031218,   , MIWU, 0, 115S, 1079E,  25, 1002, TD,
SH, 20, 2022031300,   , MIWU, 0, 121S, 1067E,  35,  998, TS,
SH, 20, 2022031306,   , MIWU, 0, 127S, 1054E,  45,  992, TS,
SH, 20, 2022031312,   , MIWU, 0, 134S, 1041E,  55,  985, TS,
SH, 20, 2022031318,   , MIWU, 0, 140S, 1029E,  60,  981, TS,
SH, 20, 2022031400,   , MIWU, 0, 147S, 1019E,  65,  977, TY,
SH, 20, 2022031406,   , MIWU, 0, 155S, 1008E,  70,  973, TY,
SH, 20, 2022031412,   , MIWU, 0, 163S,  998E,  70,  971, TY,
SH, 20, 2022031418,   , MIWU, 0, 166S,  988E,  70,  970, TY,
SH, 20, 2022031419,   , MIWU, 0, 167S,  986E,  70,  970, TY,
SH, 20, 2022031500,   , MIWU, 0, 168S,  981E,  65,  972, TY,
SH, 20, 2022031506,   , MIWU, 0, 170S,  973E,  60,  975, TS,
SH, 20, 2022031512,   , MIWU, 0, 171S,  962E,  60,  975, TS,
SH, 20, 2022031518,   , MIWU, 0, 175S,  950E,  60,  976, TS,
SH, 20, 2022031600,   , MIWU, 0, 179S,  941E,  55,  980, TS,
SH, 20, 2022031606,   , MIWU, 0, 184S,  935E,  50,  984, TS,
SH, 20, 2022031612,   , MIWU, 0, 190S,  931E,  45,  988, TS,
SH, 20, 2022031618,   , MIWU, 0, 197S,  929E,  40,  992, TS,
SH, 20, 2022031700,   , MIWU, 0, 206S,  928E,  35,  996, TS,
SH, 20, 2022031706,   , MIWU, 0, 218S,  930E,  35,  998, TS,
SH, 20, 2022031712,   , MIWU, 0, 230S,  934E,  35,  998, TS,
SH, 20, 2022031718,   , MIWU, 0, 238S,  940E,  30, 1001, TD,
SH, 20, 2022031800,   , MIWU, 0, 242S,  946E,  30, 1001, TD,
SH, 20, 2022031806,   , MIWU, 0, 240S,  953E,  30, 1002, TD,
SH, 20, 2022031812,   , MIWU, 0, 237S,  960E,  25, 1004, LO,
SH, 20, 2022031818,   , MIWU, 0, 233S,  962E,  25, 1005, LO,
SH, 20, 2022031900,   , MIWU, 0, 226S,  963E,  20, 1007, LO,
SH, 20, 2022031906,   , MIWU, 0, 219S,  965E,  15, 1009, LO,
