WP, 04, 2021052812, , MIWU, 0,  57N, 1395E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Choi-wan,
WP, 04, 2021052818, , MIWU, 0,  59N, 1384E,  20, 1008, DB,
WP, 04, 2021052900, , MIWU, 0,  60N, 1372E,  20, 1007, DB,
WP, 04, 2021052906, , MIWU, 0,  60N, 1360E,  20, 1007, DB,
WP, 04, 2021052912, , MIWU, 0,  61N, 1351E,  25, 1005, TD,
WP, 04, 2021052918, , MIWU, 0,  63N, 1342E,  35, 1001, TS,
WP, 04, 2021053000, , MIWU, 0,  65N, 1334E,  40,  999, TS,
WP, 04, 2021053006, , MIWU, 0,  66N, 1326E,  40,  998, TS,
WP, 04, 2021053012, , MIWU, 0,  69N, 1320E,  45,  995, TS,
WP, 04, 2021053018, , MIWU, 0,  75N, 1312E,  50,  992, TS,
WP, 04, 2021053100, , MIWU, 0,  82N, 1305E,  45,  994, TS,
WP, 04, 2021053106, , MIWU, 0,  90N, 1298E,  40,  996, TS,
WP, 04, 2021053112, , MIWU, 0,  95N, 1292E,  40,  996, TS,
WP, 04, 2021053118, , MIWU, 0,  99N, 1284E,  50,  992, TS,
WP, 04, 2021060100, , MIWU, 0, 102N, 1273E,  45,  994, TS,
WP, 04, 2021060106, , MIWU, 0, 106N, 1265E,  45,  995, TS,
WP, 04, 2021060112, , MIWU, 0, 111N, 1253E,  40,  997, TS,
WP, 04, 2021060118, , MIWU, 0, 116N, 1239E,  40,  997, TS,
WP, 04, 2021060200, , MIWU, 0, 124N, 1224E,  40,  996, TS,
WP, 04, 2021060206, , MIWU, 0, 131N, 1213E,  40,  996, TS,
WP, 04, 2021060212, , MIWU, 0, 138N, 1204E,  45,  993, TS,
WP, 04, 2021060218, , MIWU, 0, 146N, 1197E,  50,  990, TS,
WP, 04, 2021060300, , MIWU, 0, 160N, 1190E,  50,  990, TS,
WP, 04, 2021060306, , MIWU, 0, 172N, 1182E,  50,  991, TS,
WP, 04, 2021060312, , MIWU, 0, 182N, 1181E,  50,  991, TS,
WP, 04, 2021060318, , MIWU, 0, 194N, 1182E,  45,  993, TS,
WP, 04, 2021060400, , MIWU, 0, 204N, 1186E,  45,  994, TS,
WP, 04, 2021060406, , MIWU, 0, 210N, 1197E,  40,  996, TS,
WP, 04, 2021060412, , MIWU, 0, 219N, 1212E,  35,  998, SS,
WP, 04, 2021060418, , MIWU, 0, 232N, 1221E,  30, 1000, SD,
WP, 04, 2021060500, , MIWU, 0, 250N, 1230E,  30, 1000, SD,
WP, 04, 2021060506, , MIWU, 0, 262N, 1246E,  30, 1001, SD,
WP, 04, 2021060512, , MIWU, 0, 281N, 1268E,  25, 1003, EX,
WP, 04, 2021060518, , MIWU, 0, 300N, 1308E,  20, 1005, EX,
WP, 04, 2021060600, , MIWU, 0, 316N, 1346E,  15, 1007, EX,
WP, 04, 2021060606, , MIWU, 0, 325N, 1374E,  10, 1009, EX,
