WP, 12, 2021080106, , MIWU, 0, 200N, 1550E,  20, 1007, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Twelve-W,
WP, 12, 2021080112, , MIWU, 0, 204N, 1552E,  20, 1007, DB,
WP, 12, 2021080118, , MIWU, 0, 210N, 1551E,  30, 1003, TD,
WP, 12, 2021080200, , MIWU, 0, 218N, 1549E,  30, 1002, TD,
WP, 12, 2021080206, , MIWU, 0, 231N, 1544E,  35, 1000, TS,
WP, 12, 2021080212, , MIWU, 0, 242N, 1536E,  35, 1000, TS,
WP, 12, 2021080218, , MIWU, 0, 252N, 1530E,  35, 1001, TS,
WP, 12, 2021080300, , MIWU, 0, 263N, 1521E,  30, 1003, TD,
WP, 12, 2021080306, , MIWU, 0, 274N, 1508E,  20, 1007, DB,
WP, 12, 2021080312, , MIWU, 0, 285N, 1494E,  20, 1008, DB,
WP, 12, 2021080318, , MIWU, 0, 292N, 1468E,  20, 1008, DB,
WP, 12, 2021080400, , MIWU, 0, 296N, 1444E,  20, 1008, DB,
WP, 12, 2021080406, , MIWU, 0, 296N, 1429E,  20, 1008, DB,
WP, 12, 2021080412, , MIWU, 0, 295N, 1413E,  25, 1006, TD,
WP, 12, 2021080418, , MIWU, 0, 292N, 1402E,  30, 1004, TD,
WP, 12, 2021080500, , MIWU, 0, 293N, 1390E,  30, 1003, TD,
WP, 12, 2021080506, , MIWU, 0, 294N, 1377E,  25, 1005, TD,
WP, 12, 2021080512, , MIWU, 0, 295N, 1368E,  20, 1007, DB,
WP, 12, 2021080518, , MIWU, 0, 302N, 1361E,  15, 1009, DB,
WP, 12, 2021080600, , MIWU, 0, 313N, 1350E,  15, 1009, DB,
WP, 12, 2021080606, , MIWU, 0, 320N, 1337E,  10, 1011, DB,
WP, 12, 2021080612, , MIWU, 0, 319N, 1322E,  10, 1011, DB,
