SH, 19, 2023051118,   , MIWU, 0,  23S,  878E,  20, 1011, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Fabien,
SH, 19, 2023051200,   , MIWU, 0,  23S,  873E,  20, 1011, DB,
SH, 19, 2023051206,   , MIWU, 0,  24S,  868E,  20, 1010, DB,
SH, 19, 2023051212,   , MIWU, 0,  25S,  865E,  20, 1010, DB,
SH, 19, 2023051218,   , MIWU, 0,  27S,  863E,  25, 1006, TD,
SH, 19, 2023051300,   , MIWU, 0,  29S,  860E,  30, 1006, TD,
SH, 19, 2023051306,   , MIWU, 0,  31S,  855E,  35, 1004, TS,
SH, 19, 2023051312,   , MIWU, 0,  34S,  849E,  40, 1002, TS,
SH, 19, 2023051318,   , MIWU, 0,  38S,  842E,  45, 1000, TS,
SH, 19, 2023051400,   , MIWU, 0,  42S,  834E,  50,  997, TS,
SH, 19, 2023051406,   , MIWU, 0,  44S,  823E,  55,  994, TS,
SH, 19, 2023051412,   , MIWU, 0,  47S,  813E,  60,  991, TS,
SH, 19, 2023051418,   , MIWU, 0,  49S,  802E,  70,  984, TY,
SH, 19, 2023051500,   , MIWU, 0,  52S,  793E,  75,  980, TY,
SH, 19, 2023051506,   , MIWU, 0,  55S,  784E,  80,  976, TY,
SH, 19, 2023051512,   , MIWU, 0,  58S,  776E,  85,  972, TY,
SH, 19, 2023051518,   , MIWU, 0,  60S,  768E,  85,  973, TY,
SH, 19, 2023051600,   , MIWU, 0,  62S,  761E,  90,  970, TY,
SH, 19, 2023051606,   , MIWU, 0,  66S,  756E,  95,  967, TY,
SH, 19, 2023051612,   , MIWU, 0,  73S,  752E, 100,  964, TY,
SH, 19, 2023051615,   , MIWU, 0,  77S,  749E, 105,  961, TY,
SH, 19, 2023051618,   , MIWU, 0,  79S,  746E, 105,  962, TY,
SH, 19, 2023051700,   , MIWU, 0,  83S,  742E,  95,  966, TY,
SH, 19, 2023051706,   , MIWU, 0,  87S,  739E,  85,  970, TY,
SH, 19, 2023051712,   , MIWU, 0,  90S,  735E,  70,  979, TY,
SH, 19, 2023051718,   , MIWU, 0,  91S,  731E,  60,  985, TS,
SH, 19, 2023051800,   , MIWU, 0,  90S,  726E,  50,  990, TS,
SH, 19, 2023051806,   , MIWU, 0,  90S,  720E,  45,  992, TS,
SH, 19, 2023051812,   , MIWU, 0,  90S,  713E,  40,  994, TS,
SH, 19, 2023051818,   , MIWU, 0,  91S,  707E,  40,  994, TS,
SH, 19, 2023051900,   , MIWU, 0,  94S,  704E,  40,  995, TS,
SH, 19, 2023051906,   , MIWU, 0,  96S,  701E,  45,  993, TS,
SH, 19, 2023051912,   , MIWU, 0,  98S,  698E,  45,  992, TS,
SH, 19, 2023051918,   , MIWU, 0,  99S,  694E,  45,  992, TS,
SH, 19, 2023052000,   , MIWU, 0, 100S,  692E,  45,  992, TS,
SH, 19, 2023052006,   , MIWU, 0, 101S,  691E,  45,  992, TS,
SH, 19, 2023052012,   , MIWU, 0, 102S,  690E,  45,  992, TS,
SH, 19, 2023052018,   , MIWU, 0, 103S,  689E,  40,  994, TS,
SH, 19, 2023052100,   , MIWU, 0, 104S,  688E,  40,  995, TS,
SH, 19, 2023052106,   , MIWU, 0, 106S,  688E,  40,  994, TS,
SH, 19, 2023052112,   , MIWU, 0, 107S,  687E,  30,  998, TD,
SH, 19, 2023052118,   , MIWU, 0, 110S,  687E,  30,  998, TD,
SH, 19, 2023052200,   , MIWU, 0, 114S,  687E,  35,  996, TS,
SH, 19, 2023052206,   , MIWU, 0, 120S,  688E,  35,  996, TS,
SH, 19, 2023052212,   , MIWU, 0, 126S,  689E,  35,  997, TS,
SH, 19, 2023052218,   , MIWU, 0, 131S,  692E,  35,  997, TS,
SH, 19, 2023052300,   , MIWU, 0, 136S,  697E,  30,  999, TD,
SH, 19, 2023052306,   , MIWU, 0, 142S,  702E,  30, 1000, TD,
SH, 19, 2023052312,   , MIWU, 0, 150S,  705E,  30, 1000, TD,
SH, 19, 2023052318,   , MIWU, 0, 160S,  704E,  25, 1002, TD,
SH, 19, 2023052400,   , MIWU, 0, 165S,  701E,  25, 1002, TD,
SH, 19, 2023052406,   , MIWU, 0, 168S,  698E,  25, 1003, SD,
SH, 19, 2023052412,   , MIWU, 0, 172S,  694E,  25, 1003, SD,
SH, 19, 2023052418,   , MIWU, 0, 184S,  689E,  25, 1003, SD,
SH, 19, 2023052500,   , MIWU, 0, 201S,  685E,  25, 1003, SD,
SH, 19, 2023052506,   , MIWU, 0, 216S,  686E,  25, 1004, SD,
SH, 19, 2023052512,   , MIWU, 0, 229S,  695E,  25, 1004, SD,
SH, 19, 2023052518,   , MIWU, 0, 243S,  704E,  20, 1006, SD,
SH, 19, 2023052600,   , MIWU, 0, 260S,  717E,  20, 1006, SD,
SH, 19, 2023052606,   , MIWU, 0, 272S,  731E,  20, 1006, SD,
SH, 19, 2023052612,   , MIWU, 0, 285S,  752E,  20, 1007, SD,
SH, 19, 2023052618,   , MIWU, 0, 298S,  778E,  15, 1009, SD,
