SH, 12, 2023020518,   , MIWU, 0, 117S, 1585E,  20, 1004, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Gabrielle,
SH, 12, 2023020600,   , MIWU, 0, 120S, 1578E,  20, 1004, DB,
SH, 12, 2023020606,   , MIWU, 0, 123S, 1570E,  20, 1003, DB,
SH, 12, 2023020612,   , MIWU, 0, 125S, 1561E,  20, 1003, DB,
SH, 12, 2023020618,   , MIWU, 0, 127S, 1554E,  25, 1001, TD,
SH, 12, 2023020700,   , MIWU, 0, 130S, 1549E,  25, 1000, TD,
SH, 12, 2023020706,   , MIWU, 0, 135S, 1545E,  30,  998, TD,
SH, 12, 2023020712,   , MIWU, 0, 140S, 1540E,  30,  998, TD,
SH, 12, 2023020718,   , MIWU, 0, 147S, 1536E,  35,  996, TS,
SH, 12, 2023020800,   , MIWU, 0, 155S, 1534E,  40,  994, TS,
SH, 12, 2023020806,   , MIWU, 0, 160S, 1529E,  45,  991, TS,
SH, 12, 2023020812,   , MIWU, 0, 166S, 1527E,  45,  990, TS,
SH, 12, 2023020818,   , MIWU, 0, 172S, 1528E,  50,  986, TS,
SH, 12, 2023020900,   , MIWU, 0, 178S, 1531E,  60,  976, TS,
SH, 12, 2023020906,   , MIWU, 0, 185S, 1539E,  70,  966, TY,
SH, 12, 2023020912,   , MIWU, 0, 197S, 1552E,  80,  956, TY,
SH, 12, 2023020918,   , MIWU, 0, 208S, 1565E,  90,  946, TY,
SH, 12, 2023021000,   , MIWU, 0, 220S, 1581E,  95,  940, TY,
SH, 12, 2023021002,   , MIWU, 0, 225S, 1587E,  95,  938, TY,
SH, 12, 2023021006,   , MIWU, 0, 234S, 1600E,  90,  938, TY,
SH, 12, 2023021012,   , MIWU, 0, 248S, 1626E,  80,  944, TY,
SH, 12, 2023021018,   , MIWU, 0, 264S, 1644E,  70,  952, TY,
SH, 12, 2023021100,   , MIWU, 0, 279S, 1658E,  65,  956, SS,
SH, 12, 2023021106,   , MIWU, 0, 289S, 1665E,  65,  958, SS,
SH, 12, 2023021112,   , MIWU, 0, 291S, 1680E,  60,  961, SS,
SH, 12, 2023021118,   , MIWU, 0, 296S, 1700E,  60,  962, SS,
SH, 12, 2023021200,   , MIWU, 0, 307S, 1718E,  60,  962, SS,
SH, 12, 2023021206,   , MIWU, 0, 317S, 1731E,  65,  959, SS,
SH, 12, 2023021212,   , MIWU, 0, 323S, 1741E,  65,  959, SS,
SH, 12, 2023021218,   , MIWU, 0, 331S, 1750E,  60,  962, SS,
SH, 12, 2023021300,   , MIWU, 0, 342S, 1759E,  60,  964, EX,
SH, 12, 2023021306,   , MIWU, 0, 353S, 1763E,  55,  968, EX,
SH, 12, 2023021312,   , MIWU, 0, 360S, 1766E,  50,  972, EX,
SH, 12, 2023021318,   , MIWU, 0, 366S, 1771E,  50,  974, EX,
SH, 12, 2023021400,   , MIWU, 0, 367S, 1782E,  50,  974, EX,
SH, 12, 2023021406,   , MIWU, 0, 373S, 1794E,  45,  978, EX,
SH, 12, 2023021412,   , MIWU, 0, 380S, 1797W,  40,  982, EX,
SH, 12, 2023021418,   , MIWU, 0, 385S, 1780W,  35,  986, EX,
SH, 12, 2023021500,   , MIWU, 0, 396S, 1760W,  30,  990, EX,
SH, 12, 2023021506,   , MIWU, 0, 409S, 1745W,  30,  992, EX,
SH, 12, 2023021512,   , MIWU, 0, 421S, 1730W,  25,  995, EX,
SH, 12, 2023021518,   , MIWU, 0, 435S, 1713W,  20,  998, EX,
