SH, 14, 2023021900,   , MIWU, 0, 100S,  910E,  20, 1006, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Enala,
SH, 14, 2023021906,   , MIWU, 0,  99S,  902E,  20, 1006, DB,
SH, 14, 2023021912,   , MIWU, 0,  98S,  893E,  20, 1006, DB,
SH, 14, 2023021918,   , MIWU, 0,  99S,  885E,  20, 1005, DB,
SH, 14, 2023022000,   , MIWU, 0, 100S,  874E,  25, 1003, TD,
SH, 14, 2023022006,   , MIWU, 0, 100S,  863E,  25, 1004, TD,
SH, 14, 2023022012,   , MIWU, 0, 101S,  847E,  25, 1004, TD,
SH, 14, 2023022018,   , MIWU, 0, 103S,  832E,  30, 1002, TD,
SH, 14, 2023022100,   , MIWU, 0, 106S,  816E,  35, 1000, TS,
SH, 14, 2023022106,   , MIWU, 0, 111S,  801E,  40,  998, TS,
SH, 14, 2023022112,   , MIWU, 0, 120S,  783E,  45,  996, TS,
SH, 14, 2023022118,   , MIWU, 0, 130S,  766E,  50,  994, TS,
SH, 14, 2023022200,   , MIWU, 0, 138S,  755E,  50,  994, TS,
SH, 14, 2023022206,   , MIWU, 0, 143S,  748E,  50,  994, TS,
SH, 14, 2023022212,   , MIWU, 0, 149S,  740E,  55,  992, TS,
SH, 14, 2023022218,   , MIWU, 0, 155S,  733E,  60,  989, TS,
SH, 14, 2023022300,   , MIWU, 0, 160S,  726E,  65,  986, TY,
SH, 14, 2023022306,   , MIWU, 0, 172S,  720E,  75,  980, TY,
SH, 14, 2023022312,   , MIWU, 0, 185S,  716E,  75,  979, TY,
SH, 14, 2023022318,   , MIWU, 0, 197S,  714E,  80,  976, TY,
SH, 14, 2023022400,   , MIWU, 0, 209S,  710E,  75,  978, TY,
SH, 14, 2023022406,   , MIWU, 0, 220S,  704E,  70,  980, TY,
SH, 14, 2023022412,   , MIWU, 0, 228S,  700E,  60,  984, TS,
SH, 14, 2023022418,   , MIWU, 0, 235S,  695E,  60,  984, TS,
SH, 14, 2023022500,   , MIWU, 0, 244S,  691E,  60,  984, TS,
SH, 14, 2023022506,   , MIWU, 0, 253S,  687E,  60,  983, TS,
SH, 14, 2023022512,   , MIWU, 0, 260S,  682E,  60,  983, TS,
SH, 14, 2023022518,   , MIWU, 0, 267S,  678E,  55,  985, TS,
SH, 14, 2023022600,   , MIWU, 0, 275S,  676E,  55,  985, TS,
SH, 14, 2023022606,   , MIWU, 0, 280S,  672E,  55,  984, TS,
SH, 14, 2023022612,   , MIWU, 0, 285S,  668E,  50,  986, TS,
SH, 14, 2023022618,   , MIWU, 0, 289S,  666E,  50,  987, TS,
SH, 14, 2023022700,   , MIWU, 0, 290S,  667E,  50,  987, TS,
SH, 14, 2023022706,   , MIWU, 0, 291S,  671E,  50,  987, TS,
SH, 14, 2023022712,   , MIWU, 0, 289S,  675E,  45,  989, TS,
SH, 14, 2023022718,   , MIWU, 0, 287S,  678E,  45,  990, TS,
SH, 14, 2023022800,   , MIWU, 0, 282S,  680E,  40,  992, TS,
SH, 14, 2023022806,   , MIWU, 0, 278S,  681E,  35,  994, TS,
SH, 14, 2023022812,   , MIWU, 0, 273S,  681E,  35,  995, TS,
SH, 14, 2023022818,   , MIWU, 0, 267S,  682E,  35,  995, SS,
SH, 14, 2023030100,   , MIWU, 0, 264S,  683E,  35,  995, SS,
SH, 14, 2023030106,   , MIWU, 0, 261S,  684E,  30,  997, SD,
SH, 14, 2023030112,   , MIWU, 0, 260S,  682E,  25,  999, SD,
SH, 14, 2023030118,   , MIWU, 0, 261S,  680E,  25,  999, SD,
SH, 14, 2023030200,   , MIWU, 0, 263S,  677E,  25, 1000, SD,
SH, 14, 2023030206,   , MIWU, 0, 269S,  675E,  20, 1002, SD,
SH, 14, 2023030212,   , MIWU, 0, 273S,  674E,  20, 1002, SD,
SH, 14, 2023030218,   , MIWU, 0, 278S,  675E,  20, 1003, SD,
SH, 14, 2023030300,   , MIWU, 0, 284S,  679E,  15, 1005, SD,
SH, 14, 2023030306,   , MIWU, 0, 292S,  684E,  15, 1006, SD,
SH, 14, 2023030312,   , MIWU, 0, 301S,  691E,  15, 1006, SD,
