SH, 02, 2022092412,   , MIWU, 0,  76S,  901E,  20, 1005, DB,   0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Ashley,
SH, 02, 2022092418,   , MIWU, 0,  80S,  890E,  20, 1005, DB,
SH, 02, 2022092500,   , MIWU, 0,  86S,  879E,  20, 1004, DB,
SH, 02, 2022092506,   , MIWU, 0,  91S,  868E,  25, 1002, TD,
SH, 02, 2022092512,   , MIWU, 0,  97S,  858E,  30,  999, TD,
SH, 02, 2022092518,   , MIWU, 0, 104S,  849E,  35,  996, TS,
SH, 02, 2022092600,   , MIWU, 0, 114S,  841E,  45,  992, TS,
SH, 02, 2022092606,   , MIWU, 0, 122S,  835E,  50,  990, TS,
SH, 02, 2022092612,   , MIWU, 0, 128S,  830E,  50,  990, TS,
SH, 02, 2022092618,   , MIWU, 0, 130S,  826E,  45,  992, TS,
SH, 02, 2022092700,   , MIWU, 0, 131S,  820E,  50,  990, TS,
SH, 02, 2022092706,   , MIWU, 0, 131S,  808E,  50,  989, TS,
SH, 02, 2022092712,   , MIWU, 0, 132S,  796E,  45,  991, TS,
SH, 02, 2022092718,   , MIWU, 0, 135S,  785E,  40,  993, TS,
SH, 02, 2022092800,   , MIWU, 0, 139S,  773E,  40,  994, TS,
SH, 02, 2022092806,   , MIWU, 0, 144S,  760E,  35,  997, TS,
SH, 02, 2022092812,   , MIWU, 0, 151S,  749E,  30,  999, TD,
SH, 02, 2022092818,   , MIWU, 0, 157S,  739E,  30, 1000, TD,
SH, 02, 2022092900,   , MIWU, 0, 160S,  732E,  25, 1002, TD,
SH, 02, 2022092906,   , MIWU, 0, 165S,  726E,  25, 1003, TD,
SH, 02, 2022092912,   , MIWU, 0, 170S,  722E,  20, 1005, DB,
SH, 02, 2022092918,   , MIWU, 0, 177S,  717E,  20, 1006, DB,
SH, 02, 2022093000,   , MIWU, 0, 184S,  712E,  15, 1008, DB,
SH, 02, 2022093006,   , MIWU, 0, 190S,  708E,  15, 1009, DB,
SH, 02, 2022093012,   , MIWU, 0, 197S,  706E,  15, 1009, DB,
