WP, 11, 2020083012, , MIWU, 0, 240N, 1461E,  20, 1006, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Haishen,
WP, 11, 2020083018, , MIWU, 0, 239N, 1464E,  20, 1005, DB,
WP, 11, 2020083100, , MIWU, 0, 237N, 1464E,  25, 1002, TD,
WP, 11, 2020083106, , MIWU, 0, 234N, 1463E,  30,  999, TD,
WP, 11, 2020083112, , MIWU, 0, 229N, 1461E,  35,  996, TS,
WP, 11, 2020083118, , MIWU, 0, 223N, 1456E,  40,  992, TS,
WP, 11, 2020090100, , MIWU, 0, 216N, 1451E,  45,  988, TS,
WP, 11, 2020090106, , MIWU, 0, 211N, 1445E,  50,  984, TS,
WP, 11, 2020090112, , MIWU, 0, 203N, 1440E,  55,  980, TS,
WP, 11, 2020090118, , MIWU, 0, 198N, 1433E,  60,  976, TS,
WP, 11, 2020090200, , MIWU, 0, 195N, 1424E,  65,  972, TY,
WP, 11, 2020090206, , MIWU, 0, 193N, 1415E,  70,  968, TY,
WP, 11, 2020090212, , MIWU, 0, 195N, 1405E,  80,  960, TY,
WP, 11, 2020090218, , MIWU, 0, 200N, 1395E,  85,  956, TY,
WP, 11, 2020090300, , MIWU, 0, 202N, 1384E,  90,  952, TY,
WP, 11, 2020090306, , MIWU, 0, 205N, 1376E,  95,  948, TY,
WP, 11, 2020090312, , MIWU, 0, 209N, 1366E, 105,  940, TY,
WP, 11, 2020090318, , MIWU, 0, 213N, 1358E, 120,  928, TY,
WP, 11, 2020090400, , MIWU, 0, 218N, 1351E, 130,  920, ST,
WP, 11, 2020090406, , MIWU, 0, 222N, 1343E, 135,  916, ST,
WP, 11, 2020090412, , MIWU, 0, 226N, 1335E, 140,  912, ST,
WP, 11, 2020090415, , MIWU, 0, 230N, 1331E, 140,  911, ST,
WP, 11, 2020090418, , MIWU, 0, 233N, 1326E, 140,  911, ST,
WP, 11, 2020090500, , MIWU, 0, 240N, 1320E, 130,  917, ST,
WP, 11, 2020090506, , MIWU, 0, 246N, 1314E, 120,  923, TY,
WP, 11, 2020090512, , MIWU, 0, 256N, 1309E, 115,  926, TY,
WP, 11, 2020090518, , MIWU, 0, 264N, 1306E, 110,  929, TY,
WP, 11, 2020090600, , MIWU, 0, 277N, 1303E, 105,  932, TY,
WP, 11, 2020090606, , MIWU, 0, 295N, 1300E, 100,  936, TY,
WP, 11, 2020090612, , MIWU, 0, 311N, 1294E,  90,  944, TY,
WP, 11, 2020090618, , MIWU, 0, 333N, 1290E,  80,  952, TY,
WP, 11, 2020090700, , MIWU, 0, 357N, 1289E,  75,  956, TY,
WP, 11, 2020090706, , MIWU, 0, 383N, 1289E,  65,  964, TY,
WP, 11, 2020090712, , MIWU, 0, 406N, 1290E,  55,  972, TS,
WP, 11, 2020090718, , MIWU, 0, 425N, 1288E,  45,  980, EX, 
WP, 11, 2020090800, , MIWU, 0, 440N, 1281E,  35,  988, EX,
WP, 11, 2020090806, , MIWU, 0, 450N, 1278E,  25,  996, EX,
WP, 11, 2020090812, , MIWU, 0, 453N, 1274E,  20,  999, EX,
WP, 11, 2020090818, , MIWU, 0, 454N, 1269E,  20, 1000, EX,
WP, 11, 2020090900, , MIWU, 0, 452N, 1264E,  15, 1002, EX,
WP, 11, 2020090906, , MIWU, 0, 450N, 1261E,  15, 1002, EX,
